id,label
2377,7
2378,4
2379,10
2380,5
2381,7
2382,10
2383,8
2384,4
2385,7
2386,8
2387,9
2388,9
2389,10
2390,5
2391,4
2392,4
2393,4
2394,9
2395,4
2396,8
2397,5
2398,10
2399,10
2400,9
2401,7
2402,5
2403,10
2404,5
2405,9
2406,5
2407,9
2408,8
2409,9
2410,5
2411,10
2412,9
2413,7
2414,5
2415,4
2416,10
2417,9
2418,7
2419,7
2420,5
2421,5
2422,7
2423,10
2424,7
2425,4
2426,7
2427,4
2428,9
2429,10
2430,7
2431,8
2432,7
2433,4
2434,7
2435,4
2436,5
2437,5
2438,10
2439,4
2440,9
2441,4
2442,8
2443,8
2444,5
2445,5
2446,4
2447,7
2448,5
2449,4
2450,7
2451,10
2452,7
2453,4
2454,4
2455,8
2456,4
2457,7
2458,8
2459,10
2460,9
2461,10
2462,4
2463,10
2464,5
2465,10
2466,8
2467,5
2468,4
2469,9
2470,4
2471,4
2472,4
2473,7
2474,4
2475,5
2476,9
2477,5
2478,4
2479,5
2480,4
2481,4
2482,8
2483,4
2484,10
2485,8
2486,9
2487,4
2488,9
2489,8
2490,9
2491,7
2492,10
2493,9
2494,10
2495,7
2496,8
2497,9
2498,4
2499,9
2500,8
2501,5
2502,5
2503,4
2504,8
2505,10
2506,5
2507,8
2508,4
2509,9
2510,5
2511,5
2512,7
2513,4
2514,10
2515,5
2516,8
2517,10
2518,9
2519,10
2520,9
2521,5
2522,7
2523,8
2524,8
2525,9
2526,8
2527,4
2528,5
2529,7
2530,9
2531,9
2532,8
2533,9
2534,9
2535,7
2536,10
2537,4
2538,8
2539,4
2540,10
2541,10
2542,10
2543,10
2544,4
2545,9
2546,5
2547,5
2548,9
2549,5
2550,9
2551,4
2552,9
2553,8
2554,10
2555,9
2556,9
2557,5
2558,4
2559,5
2560,5
2561,5
2562,4
2563,8
2564,7
2565,10
2566,9
2567,9
2568,9
2569,8
2570,10
2571,9
2572,9
2573,4
2574,10
2575,9
2576,5
2577,8
2578,8
2579,8
2580,10
2581,10
2582,7
2583,5
2584,9
2585,8
2586,9
2587,7
2588,9
2589,7
2590,5
2591,5
2592,9
2593,8
2594,7
2595,8
2596,9
2597,4
2598,9
2599,5
2600,8
2601,8
2602,9
2603,5
2604,5
2605,4
2606,4
2607,9
2608,5
2609,10
2610,4
2611,5
2612,10
2613,7
2614,7
2615,10
2616,5
2617,9
2618,7
2619,9
2620,8
2621,7
2622,10
2623,7
2624,9
2625,8
2626,10
2627,10
2628,5
2629,7
2630,5
2631,8
2632,4
2633,9
2634,4
2635,7
2636,8
2637,8
2638,5
2639,9
2640,10
2641,10
2642,4
2643,7
2644,4
2645,9
2646,9
2647,7
2648,7
2649,9
2650,10
2651,8
2652,10
2653,7
2654,4
2655,8
2656,7
2657,10
2658,10
2659,4
2660,7
2661,5
2662,10
2663,8
2664,8
2665,7
2666,10
2667,10
2668,5
2669,8
2670,4
2671,4
2672,4
2673,5
2674,9
2675,8
2676,10
2677,4
2678,5
2679,5
2680,5
2681,8
2682,10
2683,4
2684,8
2685,8
2686,4
2687,8
2688,9
2689,8
2690,4
2691,10
2692,5
2693,4
2694,4
2695,10
2696,9
2697,7
2698,9
2699,4
2700,5
2701,4
2702,8
2703,7
2704,7
2705,7
2706,7
2707,5
2708,5
2709,4
2710,5
2711,10
2712,9
2713,7
2714,4
2715,10
2716,7
2717,7
2718,7
2719,5
2720,10
2721,5
2722,10
2723,9
2724,10
2725,10
2726,9
2727,8
2728,8
2729,5
2730,4
2731,9
2732,5
2733,4
2734,10
2735,7
2736,9
2737,5
2738,4
2739,8
2740,4
2741,9
2742,7
2743,4
2744,10
2745,4
2746,8
2747,5
2748,10
2749,7
2750,8
2751,9
2752,7
2753,5
2754,5
2755,9
2756,4
2757,10
2758,9
2759,4
2760,7
2761,8
2762,8
2763,9
2764,5
2765,10
2766,9
2767,8
2768,7
2769,4
2770,5
2771,5
2772,7
2773,10
2774,7
2775,9
2776,8
2777,7
2778,5
2779,4
2780,9
2781,9
2782,9
2783,4
2784,9
2785,8
2786,9
2787,4
2788,9
2789,10
2790,8
2791,7
2792,5
2793,9
2794,5
2795,4
2796,5
2797,10
2798,8
2799,9
2800,9
2801,9
2802,5
2803,5
2804,7
2805,4
2806,7
2807,8
2808,5
2809,8
2810,9
2811,8
2812,5
2813,9
2814,7
2815,4
2816,4
2817,9
2818,4
2819,4
2820,4
2821,9
2822,4
2823,9
2824,4
2825,8
2826,10
2827,7
2828,5
2829,9
2830,5
2831,7
2832,9
2833,7
2834,7
2835,8
2836,8
2837,7
2838,10
2839,7
2840,10
2841,8
2842,8
2843,5
2844,8
2845,5
2846,8
2847,9
2848,7
2849,4
2850,9
2851,10
2852,9
2853,7
2854,8
2855,5
2856,8
2857,10
2858,4
2859,4
2860,8
2861,5
2862,5
2863,9
2864,10
2865,10
2866,5
2867,7
2868,5
2869,9
2870,7
2871,4
2872,4
2873,7
2874,5
2875,4
2876,5
2877,5
2878,7
2879,4
2880,9
2881,9
2882,9
2883,9
2884,4
2885,7
2886,4
2887,5
2888,8
2889,8
2890,5
2891,7
2892,4
2893,4
2894,10
2895,4
2896,9
2897,9
2898,5
2899,7
2900,10
2901,7
2902,8
2903,10
2904,10
2905,8
2906,5
2907,8
2908,9
2909,9
2910,8
2911,5
2912,7
2913,8
2914,8
2915,10
2916,9
2917,8
2918,10
2919,4
2920,9
2921,8
2922,7
2923,8
2924,8
2925,9
2926,9
2927,4
2928,4
2929,7
2930,8
2931,8
2932,4
2933,9
2934,5
2935,4
2936,5
2937,4
2938,8
2939,10
2940,5
2941,4
2942,9
2943,4
2944,4
2945,4
2946,10
2947,9
2948,10
2949,5
2950,9
2951,4
2952,9
2953,9
2954,4
2955,9
2956,5
2957,10
2958,5
2959,9
2960,8
2961,8
2962,7
2963,9
2964,7
2965,5
2966,4
2967,7
2968,10
2969,7
2970,9
2971,4
2972,9
2973,8
2974,5
2975,8
2976,10
2977,8
2978,10
2979,5
2980,7
2981,9
2982,5
2983,10
2984,8
2985,10
2986,5
2987,7
2988,8
2989,10
2990,7
2991,7
2992,4
2993,5
2994,10
2995,8
2996,8
2997,7
2998,8
